Shipment_ID,Order_ID,Customer_ID,Customer_Name,Email,Phone,City,Country,Region,Postal_Code,Product_ID,Product_Name,Category,Weight_kg,Quantity,Unit_Price,Total_Price,Shipment_Date,Delivery_Date,Delay_Days,Status,Delivery_Mode,Vehicle_ID,Driver_Name,Transport_Type,Route_ID,Fuel_Cost,Distance_km,Delivery_Center,Warehouse_Name,Manager_Name,Order_Priority,Payment_Mode,Insurance,Return_Status,Remarks
S188748,O84476,C2215,Li Wei,amit@gmail.com,+916853532418,Delhi,india,West,400001.0,P2967,Mobile,Furniture,56.347081158164876,16.0,3316.075935425896,179436.94651928847,2025-02-16,2025-01-19,-4.0,Cancelled,,V573,Mr. Lee,,R351,7561.095207931837,1858.3740533142131,Warehouse B,North Hub,Ms. Verma,Medium,Credt,Yes,,Handle with care
S665933,O95206,C9026,Fatima Noor,john@example.com,+918359928012,Bangalore,USA,North,560001.0,P8908,Headphones,Clothing,,15.0,2203.7000871626456,128829.12309077912,2020-11-14,2025-09-01,3.0,,Air,V509,Mr. Rao,Cargo,R998,1092.0050948894086,860.6044895169268,,South Hub,Mr. Khan,Low,Card,Yes,Returned,Check packaging
S479471,O92377,C8480,Li Wei,amit@gmail.com,+916683723809,,USA,West,600001.0,P3071,Tablet,Furniture,18.748748730416665,10.0,4682.214831470374,18874.57944789831,2022-02-28,2021-03-14,12.0,Pending,Air,V335,Mr. Rao,Van,R787,6853.33280857354,92.25671037865781,Hub C,Central,Mr. Khan,,Debet,,Not Returned,
S690729,O70912,C3465,Amit Kumar,jane@,+916540503900,mumbai,U.K.,East,,P9328,Headphones,,-2.0,7.0,2203.7000871626456,183930.7372013707,2023-11-11,2020-05-14,9.0,DELAYED,Ship,V358,Ms. Sharma,Truck,R549,9895.221281762553,796.7421056073109,Hub C,Central,Mr. Patel,,Credt,Yes,Returned,Delayed delivery
S202558,O70490,C5978,michael brown,john@example.com,+917471509775,,UK,West,400001.0,P2079,Headphones,Electronics,18.893018324789942,4.0,4323.3523984833655,154723.2036324777,2023-05-01,2024-04-02,12.0,In Transit,,V484,Mrs. Patel,Van,R473,4988.932744170654,1463.6602901953722,Warehouse B,Central,Ms. Verma,,Card,No,Not Returned,Handle with care
S929718,O44689,C9292,John Doe,jane@,+916859492490,Delhi,india,,400001.0,P7886,Tablet,Furniture,12.642804367055493,5.0,2501.315203724154,194596.3121840462,2022-07-02,2023-11-03,-4.0,In Transit,Road,V675,Mr. Lee,,R669,4988.932744170654,632.8260178130992,,North Hub,Mr. Khan,Low,Debet,Yes,,
S209120,O65634,C6193,,john@example.com,+916457964073,Delhi,india,South,600001.0,P2591,,Electronics,73.09581474463738,7.0,1400.4722109570012,50746.4205647399,2020-11-12,2025-09-09,2.0,,,V410,Mr. Lee,Truck,R129,7652.798285852741,740.9701505086177,Warehouse B,South Hub,Mr. Khan,High,,Yes,Returned,Delayed delivery
S679479,O73000,C5110,Amit Kumar,john@example.com,+918305766802,,us,,,P2687,Headphones,Electronics,59.44524960177323,18.0,911.0416179407564,147017.13630754218,2023-08-07,2025-04-10,9.0,In Transit,Rail,V200,,Bike,R205,3087.7531050598695,1053.6006661260592,Warehouse A,,Mr. Khan,Low,Card,,,Handle with care
S922662,O97001,C6846,Fatima Noor,amit@gmail.com,+917896011695,Mumbai,UK,North,,P4303,Charger,Food,14.521960384988883,0.0,1400.4722109570012,128829.12309077912,2025-03-26,2021-08-20,1.0,In Transit,Rail,V215,,Bike,R738,5675.666106406118,573.7657680312049,,,Mr. Khan,Medium,Credt,,Pending,Delayed delivery
S727271,O84906,C2581,Amit Kumar,jane@,+918658565123,Chennai,UK,South,560001.0,P3385,Tablet,,59.44524960177323,11.0,2473.7388485041297,101699.56873361937,2024-08-04,2024-01-24,9.0,DELAYED,Air,V585,Mr. Lee,Bike,R594,4600.327884455801,897.122186648256,Warehouse A,Central,Mr. Patel,Medium,Credt,,Not Returned,Check packaging
S264497,O88633,C1965,Li Wei,amit@gmail.com,+916319973075,Delhi,india,,400001.0,P4308,Charger,,28.452983713894387,7.0,3608.3771607748636,18639.484645313456,2023-03-02,2020-03-03,3.0,Cancelled,,V407,Mrs. Patel,Van,R188,1084.9684005823767,1406.512023333398,Hub C,South Hub,Mr. Patel,High,Card,,Not Returned,Check packaging
S461293,O51680,C8862,,john@example.com,+917642832791,Chennai,india,West,400001.0,P4304,Mobile,Accessories,77.62571592443089,12.0,912.2019229319939,131061.78180224224,2020-03-26,2020-04-17,-5.0,Pending,Ship,V715,Mr. Rao,Cargo,R603,5873.870748481539,453.81485223837,Warehouse B,,Mr. Khan,Low,Online,,Not Returned,
S647276,O58023,C3061,,amit@gmail.com,+919018079189,Chennai,us,North,110001.0,P1759,Tablet,,20.272210312650156,7.0,1242.7503282923385,72713.96427958044,2025-06-26,2020-03-07,2.0,Delivered,,V172,,Van,R250,976.3534421699961,1601.3773331675338,,North Hub,Ms. Verma,Medium,Card,No,Returned,
S440194,O11390,C1349,Li Wei,amit@gmail.com,+917351830514,Delhi,India,,110001.0,P1500,Headphones,Furniture,93.98014468563682,7.0,1955.8260882103048,52705.98887664019,2020-08-28,2023-03-04,7.0,delayed,Road,V572,,Van,R719,6203.769967791608,643.2002564090315,Warehouse B,South Hub,Ms. Verma,Low,Credt,,Returned,Delayed delivery
S805526,O82479,C6743,michael brown,amit@gmail.com,+919162356419,Delhi,USA,,,P8852,Tablet,Electronics,21.627741512488477,9.0,2700.135729141203,140528.58311623166,2023-08-21,2020-01-13,11.0,DELAYED,Road,V538,,Bike,R730,1320.6811082606414,183.36582981200672,Warehouse A,South Hub,Mr. Khan,,Online,Yes,Pending,Check packaging
S290747,O41987,C3455,Amit Kumar,jane@,+917191402235,,USA,North,600001.0,P2483,Headphones,Electronics,96.58038729091865,2.0,4217.694349370825,79017.03622621998,2020-06-21,2022-08-01,-1.0,Cancelled,Ship,V686,Ms. Sharma,,R705,8217.077304198368,65.59446973231886,Warehouse A,South Hub,Ms. Verma,Low,Cash,Yes,Returned,Check packaging
S981334,O41660,C1291,Amit Kumar,amit@gmail.com,+919793402487,,us,North,600001.0,P5497,Headphones,Food,61.37936302487676,19.0,1937.4876677627858,14882.343104953283,2024-06-08,2022-11-16,-4.0,Cancelled,Rail,V465,Ms. Sharma,,R963,2892.410615379814,685.8229713419096,Warehouse B,Central,,,Debet,,Pending,Delayed delivery
S435885,O91498,C9033,,jane@,+918554154393,Delhi,us,East,400001.0,P5123,Charger,Accessories,54.49826027424572,16.0,3897.80055290155,144272.0612889226,2023-10-02,2023-02-25,0.0,DELAYED,,V685,Mr. Lee,Cargo,R364,5468.34161852126,23.390088553611708,Hub C,,Mr. Patel,,Card,Yes,,Handle with care
S100990,O31533,C2006,Amit Kumar,,+919196785796,Mumbai,india,North,,P9044,Laptop,Furniture,77.21123440547882,7.0,523.4605678022331,57232.80452318232,2024-02-07,2023-02-28,-5.0,DELAYED,Road,V978,Mr. Lee,Van,R872,3598.1518415747837,1779.5949701260106,Warehouse B,,Mr. Khan,Low,Credt,,Pending,Handle with care
S869081,O72513,C3501,Amit Kumar,john@example.com,+917313380016,mumbai,India,West,400001.0,P8796,Tablet,Food,14.521960384988883,17.0,528.0540744930373,12163.06652983601,2021-06-09,2021-08-12,7.0,Cancelled,Rail,V267,,Truck,R660,7089.92075935827,1861.9599008559658,,North Hub,Mr. Khan,,,No,,
S231709,O31892,C3755,Amit Kumar,,+919995519625,Mumbai,UK,East,560001.0,P8865,Charger,Electronics,33.4243534728386,12.0,494.0543596261738,18639.484645313456,2020-02-04,2022-09-14,5.0,In Transit,Rail,V551,Ms. Sharma,Cargo,R319,8481.274237271986,385.69279028999273,Hub C,Central,Mr. Khan,High,,,,
S719839,O56360,C6445,Jane Smith,john@example.com,+917057857068,Delhi,us,North,400001.0,P7856,Tablet,Food,86.68452650460605,18.0,2903.3773002817984,172921.79645421807,2021-01-31,2022-10-09,8.0,Pending,Air,V496,,Cargo,R345,4344.41136364849,1009.2353840107953,Warehouse B,Central,Ms. Verma,Medium,Card,,Returned,Check packaging
S396953,O31953,C9009,John Doe,,+918412128185,Chennai,us,,110001.0,P8603,Laptop,,83.32804275964196,2.0,1131.194486882145,190358.3469061544,2024-03-14,2021-09-19,4.0,Delivered,Ship,V746,Mr. Rao,Bike,R974,2556.84184777188,1843.1615920235856,Warehouse A,Central,Mr. Khan,High,,,Pending,Check packaging
S430809,O31403,C6652,Amit Kumar,,+919875763318,Delhi,U.K.,East,600001.0,P4713,,Electronics,56.347081158164876,15.0,1261.2741334908098,7967.942200681889,2021-03-15,2021-12-09,12.0,Delivered,Ship,V160,Mr. Lee,,R105,2321.3171458743936,433.1428677108873,Warehouse A,Central,Ms. Verma,High,Credt,No,,Handle with care
S528751,O41519,C7175,michael brown,amit@gmail.com,+918641215675,Chennai,India,East,,P7572,Tablet,Electronics,98.69525019175147,2.0,2634.015917438526,155284.49953043126,2024-01-06,2024-01-06,0.0,In Transit,Ship,V446,Mr. Rao,Truck,R700,4344.41136364849,168.366458425427,Hub C,South Hub,Mr. Patel,,UPI,Yes,Pending,Delayed delivery
S330334,O32542,C6281,Li Wei,john@example.com,+919439244116,,UK,West,560001.0,P1055,Tablet,Electronics,92.22648638480013,16.0,2847.357221366099,129249.4448283645,2022-05-10,2021-06-15,0.0,Delivered,Ship,V116,Mr. Lee,Van,R785,5242.289857164861,632.8260178130992,Hub C,South Hub,Mr. Khan,,Card,,Pending,
S309961,O51707,C4922,,john@example.com,+918901367182,Bangalore,,West,400001.0,P7865,Headphones,Accessories,14.521960384988883,14.0,472.02821195246,121613.61499720451,2021-05-26,2024-12-12,11.0,delayed,Rail,V221,Mrs. Patel,Truck,R645,8621.622056807979,579.5517679876584,,North Hub,Ms. Verma,High,Credt,,,Check packaging
S890343,O20640,C9241,Fatima Noor,amit@gmail.com,+917564240044,,U.K.,,,P5254,,,77.2413994952516,8.0,3436.1508877561932,183271.34340878917,2022-10-05,2022-06-03,8.0,DELAYED,Ship,V431,Ms. Sharma,Truck,R831,9768.548903378454,713.1551668397186,Warehouse B,,,High,UPI,Yes,Not Returned,
S245121,O92720,C4841,Li Wei,jane@,+916231563079,,USA,,,P2072,Headphones,Clothing,47.48538505361395,3.0,307.5872965880739,44976.48821164394,2025-04-01,2025-04-04,1.0,Pending,Road,V803,Mr. Rao,Cargo,R211,2556.84184777188,1507.020936989745,,North Hub,Mr. Patel,Low,Online,,Not Returned,Handle with care
S781477,O96601,C3076,Li Wei,,+917753890330,Mumbai,USA,North,,P2720,Charger,Electronics,0.0,1.0,,189268.7574281701,2022-08-18,2024-08-30,-4.0,,Road,V852,Mr. Rao,Bike,R143,2321.3171458743936,433.1428677108873,Hub C,South Hub,Ms. Verma,,Credt,Yes,,
S314910,O74645,C4040,Fatima Noor,,+916878811164,Mumbai,us,West,600001.0,P4689,Laptop,Clothing,30.772103174474005,19.0,4256.863571377221,131061.78180224224,2025-09-09,2022-08-15,4.0,Delivered,Rail,V365,Mr. Lee,Cargo,R861,4582.846229073827,558.3356878130787,Warehouse B,Central,,Low,Cash,Yes,,
S672875,O89843,C2779,Li Wei,amit@gmail.com,+916271602401,Chennai,USA,East,560001.0,P1792,Charger,Clothing,92.22648638480013,13.0,3034.5907719184906,57232.80452318232,2021-05-11,2023-07-23,2.0,delayed,Ship,V265,Mrs. Patel,Van,R473,1209.5034005447242,1456.7019584324769,Warehouse B,,Mr. Patel,,Debet,Yes,,Delayed delivery
S423244,O99270,C3633,,john@example.com,+919534967638,mumbai,U.K.,West,600001.0,P2922,Charger,Furniture,6.972633502035312,8.0,4662.325816717454,167175.08618281968,2020-01-03,2024-08-04,11.0,Cancelled,Road,V594,Mr. Lee,Truck,R736,6663.056267014754,419.635431707086,Hub C,,Mr. Khan,High,Online,No,Not Returned,
S856762,O21469,C1644,Li Wei,jane@,+916877630301,,us,,110001.0,P5289,Charger,Food,18.748748730416665,8.0,1931.0364529917217,129249.4448283645,2025-09-06,2025-05-17,1.0,,Road,V362,Mr. Lee,Truck,R359,6060.784906977773,1756.9267606299247,,South Hub,,Low,,No,Pending,Delayed delivery
S842515,O40572,C4563,,amit@gmail.com,+919961142805,Bangalore,UK,South,,P8020,Laptop,Accessories,73.09581474463738,15.0,3016.4933319896995,65423.89090924677,2020-11-13,2022-06-07,8.0,delayed,Road,V413,Mr. Lee,Cargo,R986,8641.039994658273,1006.8520125604367,,North Hub,Mr. Patel,Medium,Cash,Yes,Not Returned,Handle with care
S289425,O34002,C1089,Li Wei,,+918311686417,mumbai,india,North,600001.0,P5197,Laptop,Food,35.996956006012134,7.0,912.2019229319939,78649.69329941412,2025-04-28,2025-07-02,-4.0,Delivered,Air,V274,Ms. Sharma,,R808,3845.0863690497854,1147.6067239810777,Warehouse B,,Mr. Patel,,Credt,,Not Returned,Delayed delivery
S249195,O76691,C6888,Li Wei,john@example.com,+918965075198,Mumbai,india,South,600001.0,P5357,,,18.748748730416665,12.0,1242.7503282923385,31450.408093751346,2020-10-13,2020-03-09,9.0,delayed,Rail,V429,Mr. Lee,Van,R483,7089.92075935827,1513.8522225386318,Warehouse B,,Ms. Verma,High,,No,Pending,Delayed delivery
S888996,O58592,C1355,Jane Smith,john@example.com,+919541667843,Chennai,us,North,560001.0,P2242,Tablet,Food,30.772103174474005,14.0,473.0606673630325,177191.33481676033,2020-07-07,2024-08-18,9.0,,Ship,V299,Mrs. Patel,,R574,4344.41136364849,1070.479318614681,,North Hub,Ms. Verma,Medium,Credt,No,Not Returned,Check packaging
S596838,O50496,C9573,michael brown,,+917513868608,Delhi,U.K.,South,560001.0,P9824,Headphones,Accessories,76.19811233738129,16.0,3619.9653685616213,79017.03622621998,2024-05-29,2025-06-21,13.0,Pending,,V334,Mr. Rao,Van,R236,5941.073292704843,,,,Ms. Verma,Medium,Cash,No,,Handle with care
S452270,O13754,C5391,michael brown,,+919249753673,Mumbai,,South,,P1740,Tablet,Electronics,80.31859958502694,9.0,494.0543596261738,47175.32970533122,2023-02-10,2022-12-08,3.0,delayed,Ship,V602,Mr. Lee,Bike,R669,3978.506822396121,23.390088553611708,Warehouse A,Central,Mr. Patel,High,Online,No,Not Returned,Delayed delivery
S434288,O34895,C2604,Fatima Noor,jane@,+918210494649,Delhi,india,South,600001.0,P7431,,Furniture,54.89767279465632,13.0,440.30270132459583,196302.5874917136,2024-08-24,2020-09-19,-2.0,,Rail,V567,,Cargo,R982,880.2333472241612,1463.6602901953722,Warehouse B,,Ms. Verma,High,UPI,Yes,Pending,Delayed delivery
S990476,O84450,C8125,,jane@,+917507551468,mumbai,USA,North,560001.0,P1664,,Clothing,5.1218160656397735,16.0,3016.4933319896995,94641.0785219888,2024-02-21,2025-05-14,1.0,DELAYED,,V829,Mr. Rao,,R673,8641.039994658273,579.5517679876584,,South Hub,Ms. Verma,,Debet,Yes,,Delayed delivery
S973004,O22711,C6523,Amit Kumar,amit@gmail.com,+917083677784,Bangalore,india,West,560001.0,P3502,Mobile,Food,30.809070032750384,7.0,1206.7690414433216,18639.484645313456,2025-01-28,2024-05-01,5.0,Pending,,V368,Mrs. Patel,Truck,R671,9983.976999460425,826.8818712012421,Warehouse B,South Hub,Mr. Khan,,Cash,No,,Delayed delivery
S126270,O21818,C4437,Fatima Noor,amit@gmail.com,+919584726260,Chennai,,West,560001.0,P8376,Mobile,Electronics,80.93553613758789,16.0,1958.8219570611548,129249.4448283645,2024-11-24,2021-04-20,0.0,Cancelled,Rail,V885,Mrs. Patel,,R531,8013.277385292363,1035.526119803062,,North Hub,Mr. Patel,Medium,Cash,Yes,Returned,Check packaging
S725513,O13057,C9256,John Doe,amit@gmail.com,+919300380704,Chennai,india,South,560001.0,P8434,Tablet,Furniture,36.16733999015513,9.0,4539.137138587447,50746.4205647399,2025-10-19,2020-07-07,1.0,In Transit,Air,V984,,Truck,R762,8641.039994658273,1142.2818193000305,Warehouse A,North Hub,Mr. Khan,Low,Debet,No,,Check packaging
S493213,O37015,C6516,,amit@gmail.com,+916393327352,Delhi,india,East,,P4123,,,,12.0,4323.3523984833655,97446.15289517608,2024-09-11,2020-05-14,1.0,Pending,,V721,,Cargo,R811,7342.820680526852,433.1428677108873,Warehouse A,,Mr. Patel,Low,Cash,,,Check packaging
S271301,O93593,C4712,Li Wei,,+916559935313,Bangalore,,,400001.0,P6582,,Clothing,86.68452650460605,3.0,,61620.033408472336,2020-09-19,2025-03-25,-4.0,Pending,Road,V755,Mr. Lee,Bike,R330,3087.7531050598695,523.8880632416447,,Central,Mr. Patel,Medium,UPI,,Returned,Handle with care
S756133,O62065,C3644,Fatima Noor,john@example.com,+917585510698,Delhi,USA,,110001.0,P9186,Headphones,Furniture,88.77766788634449,2.0,1958.8219570611548,172921.79645421807,2021-08-07,2021-05-28,4.0,In Transit,Road,V901,,Cargo,R978,2868.259479580986,1006.8520125604367,Warehouse B,,Ms. Verma,High,,No,Not Returned,Handle with care
S587013,O30642,C2410,Amit Kumar,jane@,+917947211455,,U.K.,East,600001.0,P2008,Charger,Food,89.53532136755106,15.0,547.4490582367825,31450.408093751346,2022-06-09,2021-05-22,7.0,DELAYED,Road,V214,Mr. Rao,Cargo,R226,666.2038034756613,1248.440027973224,Warehouse B,Central,,Low,Card,,Pending,Delayed delivery
S473444,O53295,C1134,John Doe,amit@gmail.com,+919040634063,Mumbai,india,North,110001.0,P7543,Tablet,Food,32.85574054166133,15.0,2421.167471465411,154723.2036324777,2024-06-12,2021-07-08,-5.0,In Transit,Air,V402,Mr. Rao,,R764,8607.49252558509,685.8229713419096,Hub C,South Hub,Ms. Verma,Medium,,No,,Check packaging
S863577,O87685,C9832,Fatima Noor,amit@gmail.com,+918925403920,,us,North,,P2752,Laptop,,31.51525207089639,7.0,3703.999549743543,113440.86770462616,2020-06-18,2025-08-21,-2.0,Pending,Air,V574,Mr. Rao,Cargo,R262,976.3534421699961,558.3356878130787,,Central,,,Credt,No,Pending,Check packaging
S404603,O17075,C2322,Amit Kumar,amit@gmail.com,+918409005032,mumbai,us,West,110001.0,P5654,Charger,Electronics,29.47729944970517,13.0,2445.1136839385704,144272.0612889226,2022-02-07,2025-10-30,-4.0,Delivered,Rail,V476,Mr. Lee,,R426,586.5309851562531,897.122186648256,,Central,,High,Credt,No,,
S164965,O32627,C1089,Li Wei,jane@,+919370689513,Delhi,USA,South,,P8017,Headphones,Food,51.66632662215436,10.0,1242.7503282923385,79017.03622621998,2023-08-27,2020-11-14,7.0,DELAYED,,V485,Mr. Lee,Cargo,R526,363.91147683697153,92.25671037865781,Warehouse A,,Mr. Patel,,Debet,Yes,Pending,
S605038,O21546,C1188,Li Wei,john@example.com,+916972291668,Bangalore,us,West,560001.0,P7889,Headphones,Clothing,12.39962747086102,14.0,440.30270132459583,167175.08618281968,2021-09-08,2020-06-30,-1.0,,Road,V145,Mrs. Patel,Van,R665,5527.842773988052,1097.1244178130758,Warehouse A,North Hub,Ms. Verma,High,Debet,Yes,Pending,
S779278,O30465,C6291,Amit Kumar,amit@gmail.com,+918629719793,Delhi,India,East,400001.0,P3177,Tablet,Electronics,68.5811861379596,17.0,2814.938437455917,90097.76479821977,2022-12-07,2023-11-18,4.0,Pending,Road,V583,Ms. Sharma,Cargo,R730,4582.846229073827,149.4238239751592,Hub C,Central,Ms. Verma,Medium,Online,,,
S443713,O28925,C3693,Jane Smith,,+917467209619,mumbai,UK,South,,P3787,Mobile,,49.63266183825688,9.0,3016.4933319896995,198229.44047125307,2023-10-20,2022-06-03,11.0,DELAYED,Rail,V947,Ms. Sharma,Cargo,R822,4600.327884455801,149.4238239751592,Warehouse B,North Hub,Mr. Khan,Medium,Online,Yes,Pending,Delayed delivery
S512644,O70229,C2275,,amit@gmail.com,+919687843449,,india,North,,P5444,Mobile,Clothing,60.066519177605144,10.0,2700.135729141203,72897.15579025428,2024-09-15,2020-11-04,0.0,Pending,,V477,Ms. Sharma,Bike,R873,3845.0863690497854,1010.9860429469974,,North Hub,,Medium,UPI,Yes,Not Returned,Delayed delivery
S566918,O28088,C7559,Jane Smith,john@example.com,+917938393587,Mumbai,india,West,110001.0,P3728,Headphones,Furniture,83.32804275964196,1.0,1274.3561221595528,32793.98709345699,2020-05-10,2024-03-28,11.0,Delivered,Air,V605,,Van,R441,1104.4280670263602,151.0244465801482,Hub C,Central,,,Cash,,,Check packaging
S989722,O19727,C7577,michael brown,jane@,+916640768529,mumbai,india,East,560001.0,P3641,Laptop,Food,73.09581474463738,4.0,2692.1612150385195,47175.32970533122,2023-10-28,2020-07-09,-5.0,Delivered,Air,V619,Mr. Lee,Van,R544,8665.19275946971,1961.602136056614,Hub C,Central,Ms. Verma,,Cash,,Pending,Check packaging
S362430,O85256,C2062,Amit Kumar,amit@gmail.com,+917001605361,Delhi,us,West,600001.0,P9620,Laptop,Electronics,9.30500395416599,16.0,3016.4933319896995,60987.13870572674,2020-03-16,2021-06-14,3.0,delayed,Air,V812,Mr. Rao,Van,R475,8621.622056807979,1248.440027973224,Warehouse A,South Hub,Mr. Khan,Medium,Debet,,Not Returned,
S947730,O36090,C8143,Amit Kumar,,+919902229958,Mumbai,india,East,560001.0,P1793,Mobile,Food,-2.0,1.0,,49172.273018740205,2023-06-11,2023-03-21,-1.0,In Transit,,V902,Mrs. Patel,Van,R886,5630.916918983429,474.5804866864273,Warehouse B,,Ms. Verma,,Card,Yes,Not Returned,Delayed delivery
S464505,O59957,C9556,Fatima Noor,jane@,+916064975892,mumbai,India,South,,P2275,Mobile,Furniture,,19.0,4217.694349370825,128829.12309077912,2021-04-24,2024-07-20,5.0,Cancelled,Air,V972,Mr. Lee,Truck,R662,9505.59236698481,1858.3740533142131,Warehouse A,South Hub,Mr. Khan,Medium,,No,Pending,
S711638,O50884,C7055,Li Wei,john@example.com,+918561204995,Delhi,USA,South,600001.0,P6282,Headphones,Accessories,26.248608169201685,16.0,494.0543596261738,17051.123447644695,2024-10-24,2020-02-24,9.0,Pending,Air,V471,Mrs. Patel,Cargo,R273,9938.558586707504,1886.765690457728,Hub C,North Hub,Mr. Khan,Medium,Cash,No,Pending,Check packaging
S555973,O89847,C9478,michael brown,,+919871532893,mumbai,USA,East,560001.0,P2091,Charger,Furniture,60.310943668449276,13.0,4323.3523984833655,197133.6253956152,2022-03-02,2025-03-20,0.0,,,V433,Mrs. Patel,Truck,R352,9505.59236698481,579.5517679876584,,North Hub,Mr. Patel,,,Yes,Not Returned,Handle with care
S472844,O77362,C3637,Jane Smith,john@example.com,+917131803942,,India,,560001.0,P3238,Headphones,Food,54.49826027424572,,4376.729227010814,72897.15579025428,2025-01-16,2020-03-18,11.0,delayed,,V730,Mr. Lee,,R196,8231.461695455953,1886.765690457728,Hub C,South Hub,Mr. Patel,High,,Yes,,Delayed delivery
S783196,O92769,C8271,Amit Kumar,john@example.com,+918180157792,Mumbai,india,North,,P7014,Charger,Clothing,94.91411095670665,16.0,472.02821195246,121613.61499720451,2021-07-25,2021-04-04,5.0,Cancelled,,V825,Mrs. Patel,Cargo,R876,8337.45315727269,709.6553950141215,Hub C,,Mr. Patel,Medium,UPI,No,,
S126787,O98296,C1436,,,+918222046636,Delhi,UK,South,560001.0,P4106,Headphones,Clothing,59.44524960177323,13.0,494.0543596261738,17051.123447644695,2020-05-09,2020-03-16,-3.0,Cancelled,Air,V372,,Bike,R113,6330.570851172699,1003.3030524525525,Hub C,Central,Mr. Patel,High,,Yes,Pending,Check packaging
S598485,O36835,C8686,,john@example.com,+919352283596,,UK,West,110001.0,P2446,,Furniture,16.021454773452163,11.0,866.0408676854231,147443.16319598138,2022-09-18,2023-07-04,9.0,In Transit,Rail,V125,Mr. Rao,Van,R765,586.5309851562531,1779.5949701260106,Warehouse A,South Hub,,Medium,,,Not Returned,
